category,old_va,new_va,new_class_obf,key,semantic_class,semantic_name
class,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,BaseClass136_D93C,BaseClass136_D93C
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÏÌÍÍÎÍÍÍÏÏÎÍÏÍÎÏÏÎÌÍÌÌÏ,BaseClass136_D93C,GetInstanceID
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÌÌÍÍÌÎÌÎÎÏÏÍÌÌÎÏÍÌÍÏÎÍÏ,BaseClass136_D93C,LinkConnectedBody
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÌÎÏÌÌÌÎÍÌÌÍÌÏÍÍÎÎÍÌÎÎÌÌ,BaseClass136_D93C,OnDestroy
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÎÏÎÎÏÎÌÍÍÏÍÍÌÍÏÍÍÏÏÏÌÌÌ,BaseClass136_D93C,ConfigureConnectedBody
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÍÏÍÏÎÎÏÌÎÌÏÎÏÌÌÏÍÌÏÎÎÌÌ,BaseClass136_D93C,IsNativeObjectAlive
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÎÍÏÍÌÎÍÍÏÍÏÌÎÌÌÍÏÍÌÌÌÎÏ,BaseClass136_D93C,get_ValueToAppear
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÍÎÏÍÌÏÎÎÌÎÍÏÎÍÎÌÏÌÎÌÌÏÌ,BaseClass136_D93C,SetReadOnlyState
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÏÎÎÏÌÍÏÌÍÍÌÎÏÏÎÏÎÌÏÏÍÍÎ,BaseClass136_D93C,set_name
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÍÎÏÎÍÏÍÍÏÌÍÍÎÍÎÏÏÎÏÌÎÎÏ,BaseClass136_D93C,Initialize
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÏÍÎÌÌÍÌÍÏÍÍÎÏÎÏÏÍÌÌÏÎÏÏ,BaseClass136_D93C,ContainsChild
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÎÎÌÌÌÎÍÏÎÎÍÎÎÏÌÌÏÌÌÏÎÎÏ,BaseClass136_D93C,Cleanup
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÌÍÍÍÍÍÏÎÏÌÎÌÏÌÏÎÌÍÎÍÏÎÏ,BaseClass136_D93C,InitializeRuntimeData
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÌÌÍÏÍÏÎÏÌÌÎÏÎÏÎÏÍÏÍÌÍÌÍ,BaseClass136_D93C,CopySerializedState
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÌÎÏÌÍÏÍÎÌÏÍÎÌÍÏÌÌÌÍÍÏÎÌ,BaseClass136_D93C,UpdateConnectedBody
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÍÎÏÏÌÌÎÎÍÎÎÌÌÍÎÏÍÍÌÍÎÎÍ,BaseClass136_D93C,ContainsChild_28F0433076DD
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÌÏÏÎÌÎÌÍÎÍÏÍÏÎÌÏÏÌÏÍÎÍÎ,BaseClass136_D93C,CompareExchangeRectTransformStateVariant
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÍÌÌÍÏÍÏÏÎÍÎÏÎÏÌÌÏÍÎÍÏÏÍ,BaseClass136_D93C,CopyTo
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÌÎÍÌÍÍÎÌÌÌÌÎÎÎÏÎÎÌÍÎÍÍÌ,BaseClass136_D93C,GetSkeletonType
method,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÎÍÏÎÌÏÎÎÎÏÍÏÏÎÏÍÌÎÌÎÏÏÎ,BaseClass136_D93C,BindConnectedBody
field,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÏÍÏÌÏÍÏÍÎÏÎÍÍÎÍÎÍÌÎÏÍÏÌ,BaseClass136_D93C,f_8C7
field,0x302AE390,0x302AE390,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ,ÏÌÎÌÍÎÌÏÏÎÏÎÍÌÌÍÏÍÍÌÏÏÎ::ÏÎÌÏÏÏÌÌÎÍÏÎÎÌÎÍÎÌÏÌÏÏÎ,BaseClass136_D93C,f_AAB
method,0x3030E3C0,0x33323470,<>c,<>c::ÏÏÌÍÍÏÍÌÏÍÍÎÍÌÍÎÎÎÍÎÍÌÎ,MonoAsyncCall,.ctor
method,0x30316380,0x33323470,<>c,<>c::ÏÏÌÍÍÏÍÌÏÍÍÎÍÌÍÎÎÎÍÎÍÌÎ,AppDomainSetup,.ctor
class,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,BaseClass84_D207,BaseClass84_D207
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÎÌÌÌÍÎÎÎÏÎÏÌÏÍÎÌÍÍÍÎÏÍÏ,BaseClass84_D207,GetInstanceID
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÎÎÎÏÏÍÎÍÏÍÎÎÌÎÍÎÏÏÌÏÎÎÌ,BaseClass84_D207,Equals
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÏÎÌÏÏÏÍÍÌÏÍÎÎÎÏÏÍÍÏÎÌÌÎ,BaseClass84_D207,GetHashCode
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÏÏÎÍÎÌÏÌÍÌÍÏÌÍÌÎÏÌÎÌÎÏÎ,BaseClass84_D207,op_Implicit
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÎÎÍÍÎÏÌÍÍÍÍÎÌÌÍÏÌÍÏÍÏÍÏ,BaseClass84_D207,IsInitialized
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÎÎÌÌÌÎÍÏÎÎÍÎÎÏÌÌÏÌÌÏÎÎÏ,BaseClass84_D207,IsNativeObjectAlive
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÏÏÎÏÏÍÌÍÎÌÎÍÏÎÍÏÎÏÎÎÏÌÎ,BaseClass84_D207,get_ValueToAppear
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÍÌÍÌÏÏÎÍÍÍÎÌÏÌÍÏÍÏÍÎÏÍÏ,BaseClass84_D207,SetReadOnlyState
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÍÎÏÏÌÏÏÌÏÏÍÍÏÌÏÍÌÏÌÌÏÍÏ,BaseClass84_D207,set_name
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÌÎÏÌÌÌÎÍÌÌÍÌÏÍÍÎÎÍÌÎÎÌÌ,BaseClass84_D207,Instantiate
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÏÎÎÏÌÍÏÌÍÍÌÎÏÏÎÏÎÌÏÏÍÍÎ,BaseClass84_D207,ToString
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÌÏÏÎÌÎÌÍÎÍÏÍÏÎÌÏÏÌÏÍÎÍÎ,BaseClass84_D207,Initialize
method,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÏÌÍÍÎÍÍÍÏÏÎÍÏÍÎÏÏÎÌÍÌÌÏ,BaseClass84_D207,Equals_E6900D32FA36
field,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÍÌÏÏÍÍÍÎÍÌÏÏÎÏÎÌÌÍÌÎÎÍÏ,BaseClass84_D207,_name
field,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÏÎÌÏÏÏÌÌÎÍÏÎÎÌÎÍÎÌÏÌÏÏÎ,BaseClass84_D207,_hideFlags
field,0x30B2ACD0,0x30B2ACD0,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ,ÏÎÌÎÏÏÍÎÌÍÍÍÏÍÏÏÎÍÍÏÌÏÍ::ÏÌÌÎÌÌÍÌÌÍÌÏÎÍÍÎÌÍÏÎÏÎÌ,BaseClass84_D207,f_063
class,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,BaseClass4_1AE2,BaseClass4_1AE2
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÌÏÍÍÎÌÏÏÏÎÍÍÏÌÎÌÌÌÎÏÌÌÎ,BaseClass4_1AE2,GetInstanceID
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÎÏÏÎÏÎÎÌÌÍÏÎÌÍÍÌÏÍÌÏÏÎÍ,BaseClass4_1AE2,Equals
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÏÏÎÍÍÏÏÏÌÎÌÎÏÍÎÌÍÍÎÎÌÍÌ,BaseClass4_1AE2,GetHashCode
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÌÌÌÌÏÌÏÏÌÏÍÍÌÍÍÎÌÍÌÌÌÍÍ,BaseClass4_1AE2,GetLanguage
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÎÏÎÍÏÍÏÏÏÍÏÏÎÎÌÍÌÍÎÍÍÏÏ,BaseClass4_1AE2,GetPlatform
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÌÏÎÎÍÌÎÎÎÏÏÍÍÏÏÎÌÎÏÍÌÎÏ,BaseClass4_1AE2,IsNativeObjectAlive
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÌÌÌÌÌÍÎÎÌÎÏÏÏÎÌÍÎÌÌÎÍÍÎ,BaseClass4_1AE2,GetCachedPtr
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÏÏÎÍÌÎÏÏÌÌÍÎÏÍÍÎÎÌÏÏÍÌÎ,BaseClass4_1AE2,get_name
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÏÍÌÍÏÏÏÏÎÌÌÎÌÍÍÍÍÎÍÍÌÍÏ,BaseClass4_1AE2,set_name
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÎÏÎÏÎÌÏÍÌÎÏÎÎÎÎÏÎÍÏÍÏÍÎ,BaseClass4_1AE2,Instantiate
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÌÌÌÎÎÏÍÌÍÎÌÍÌÍÏÏÏÎÌÌÎÌÍ,BaseClass4_1AE2,ToString
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÎÎÎÌÌÌÎÏÏÌÏÍÍÏÌÌÍÎÎÎÏÌÍ,BaseClass4_1AE2,AssignConnectedBody
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÍÍÎÎÎÎÎÏÎÏÏÍÎÍÏÍÍÍÏÏÏÏÌ,BaseClass4_1AE2,TryGetValue
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÍÍÍÌÏÏÎÎÍÏÏÏÎÍÌÍÏÎÌÏÎÎÎ,BaseClass4_1AE2,ContainsChild
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÎÍÍÌÍÏÎÍÍÌÎÌÎÍÍÏÌÍÏÍÏÎÎ,BaseClass4_1AE2,ContainsChild_E90A6DFC69B6
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÌÌÏÍÍÎÌÎÎÏÌÍÎÌÍÍÍÏÏÌÌÍÌ,BaseClass4_1AE2,ContainsChild_E9790DDC4DC6
method,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÌÏÏÌÎÏÏÌÍÌÌÏÎÍÍÏÎÌÏÎÎÌÌ,BaseClass4_1AE2,ContainsChild_45CC91D846EA
field,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÎÍÌÌÏÍÎÍÎÍÌÍÎÎÏÎÌÌÎÎÌÌÏ,BaseClass4_1AE2,_name
field,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÌÍÎÍÍÌÏÎÎÍÌÌÌÏÌÎÏÎÌÍÎÍÏ,BaseClass4_1AE2,_hideFlags
field,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÍÏÎÏÍÏÎÎÎÍÍÌÎÎÎÍÍÏÎÎÎÍÎ,BaseClass4_1AE2,f_89D
field,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÌÌÎÌÌÍÌÏÍÌÎÎÍÎÎÍÏÏÏÎÌÏÏ,BaseClass4_1AE2,f_002
field,0x30B40030,0x3459CD40,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ,ÍÍÍÎÍÍÍÎÍÍÏÎÍÏÍÏÏÏÎÍÏÍÍ::ÏÌÎÌÌÌÌÏÍÌÎÌÎÌÌÎÎÍÍÍÌÍÍ,BaseClass4_1AE2,f_DE5
class,0x30B58D90,0x30B58D90,ÌÏÍÎÌÎÌÎÏÌÏÎÏÎÌÎÍÎÏÎÌÏÌ,ÌÏÍÎÌÎÌÎÏÌÏÎÏÎÌÎÍÎÏÎÌÏÌ,Static2m_370E,Static2m_370E
method,0x30B58D90,0x30B58D90,ÌÏÍÎÌÎÌÎÏÌÏÎÏÎÌÎÍÎÏÎÌÏÌ,ÌÏÍÎÌÎÌÎÏÌÏÎÏÎÌÎÍÎÏÎÌÏÌ::ÎÍÏÍÎÌÌÍÍÏÌÏÌÍÌÏÌÍÏÍÍÏÎ,Static2m_370E,GetInstanceID
class,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,LifecycleComponent_5B91,LifecycleComponent_5B91
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÎÏÏÏÌÎÌÍÍÍÍÌÎÌÍÏÎÏÏÏÌÏÎ,LifecycleComponent_5B91,get_destroyCancellationToken
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÍÍÍÌÌÌÏÍÎÏÎÏÌÌÎÎÏÍÍÌÌÎÏ,LifecycleComponent_5B91,IsInvoking
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÌÏÏÏÍÌÏÌÌÌÍÍÎÏÍÏÏÌÌÏÍÌÏ,LifecycleComponent_5B91,CancelInvoke
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÍÍÌÏÎÎÏÎÎÌÌÍÍÎÍÌÍÍÍÍÌÎÍ,LifecycleComponent_5B91,OnCollisionExit_BA048A4A1D59
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÏÌÏÌÎÌÍÍÍÌÌÎÍÍÏÏÎÍÏÍÍÎÌ,LifecycleComponent_5B91,InvokeRepeating
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÍÏÍÌÏÏÍÎÏÎÌÏÍÍÍÎÎÌÏÎÏÌÌ,LifecycleComponent_5B91,CancelInvoke_4D214166905F
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÌÏÌÎÌÍÏÍÏÏÌÏÍÎÍÌÍÌÍÍÏÍÏ,LifecycleComponent_5B91,get_useGUILayout_AF0D922AB919
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÏÏÏÍÌÍÎÏÎÎÍÏÎÌÍÌÏÎÎÍÍÍÍ,LifecycleComponent_5B91,StartCoroutine
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÌÍÌÎÍÏÌÍÌÎÏÍÌÏÌÌÍÍÍÏÌÍÌ,LifecycleComponent_5B91,OnApplicationQuit
method,0x30B804B0,0x30B804B0,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ,ÏÎÌÌÌÍÎÌÌÎÏÏÌÍÎÎÌÏÌÎÎÌÏ::ÎÌÍÎÎÏÎÌÏÌÎÌÍÎÌÍÎÌÎÍÏÍÎ,LifecycleComponent_5B91,OnBecameVisible
